place_id,review-ID,total_stars,text,food_rating,service_rating,atmosphere_rating
ChIJceaYPzmpQjQRlc1-wYpELkw,ChZDSUhNMG9nS0VJQ0FnTUNnajdma1FREAE,5.0,,5.0,5.0,5.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnTUNneHZubnBRRRAB,5.0,,,,
ChIJceaYPzmpQjQRlc1-wYpELkw,ChZDSUhNMG9nS0VJQ0FnSUNfeF96N1Z3EAE,1.0,難吃 環境待加強,,,
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSURmNTRHMHBBRRAB,5.0,,5.0,5.0,5.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChZDSUhNMG9nS0VJQ0FnSURmb3BuSEF3EAE,1.0,一打開 就來了個小強🪳⋯⋯⋯⋯,1.0,1.0,1.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChZDSUhNMG9nS0VJQ0FnSURmMHVDQ0xREAE,1.0,"衛生不好 吃得到蟑螂
阿姨很好沒有跟我算蟑螂涼麵的錢
但我不會再來吃了",,,
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSUNmaTh2d2tBRRAB,1.0,一位不明性別的中年人 （此人當天工作為煮湯煎蛋的 ） 路口就很小要過也不表示一下直接撞過來且一句道歉也沒有態度十分差勁 真的整間店就這位屬實有點可惜大打貴店的印象 另外櫃檯收錢的姊姊每次來雖然都面無表情但服務態度很好,3.0,1.0,1.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSUNmd2NuTTJ3RRAB,1.0,沒辦法接那麼多單就不要接，涼麵跟味增湯要等快一個小時太扯了吧,,,
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSUR2cTdTUmhnRRAB,4.0,,4.0,3.0,4.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChZDSUhNMG9nS0VJQ0FnSUN2dTgtcVRnEAE,5.0,,5.0,5.0,5.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSUN2M01uR3hRRRAB,5.0,特製辣椒+上傳統涼麵..很辣又好吃,5.0,5.0,5.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChZDSUhNMG9nS0VJQ0FnSURQdWZ1WVV3EAE,2.0,大概外送買五次有三次沒有加辣 是小氣還是故意不給懶得給？評價3.8也是有原因的 涼麵沒有辣椒不叫食物 整個就不爽吃了,4.0,1.0,
ChIJceaYPzmpQjQRlc1-wYpELkw,ChZDSUhNMG9nS0VJQ0FnSUNYcFltYmFREAE,5.0,,,,
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSURuakl2ZHN3RRAB,5.0,吃宵夜的好地方，       24小時營業,5.0,5.0,5.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSURIMzlIanB3RRAB,1.0,"味噌湯裡有一根鐵絲
衛生一定有很大的問題 糟糕至極
不推！！！",1.0,,
ChIJceaYPzmpQjQRlc1-wYpELkw,ChZDSUhNMG9nS0VJQ0FnSUNIM192VGJnEAE,1.0,,,,
ChIJceaYPzmpQjQRlc1-wYpELkw,ChZDSUhNMG9nS0VJQ0FnSUNINnN6VFRREAE,1.0,點完餐就在外面等外帶，餐點好了也不說一聲，過去問一下還大聲喊你要幹什麼，有沒有這麼臉盲啊，店裡每個人講話感覺是輸很多嗎？每個都在比臭的，買一次就不會再去了,1.0,1.0,1.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSUNILUlDWG1BRRAB,4.0,,,,
ChIJceaYPzmpQjQRlc1-wYpELkw,ChZDSUhNMG9nS0VJQ0FnSUQ3cTZ1blFBEAE,5.0,,,,
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSUM3OVl5UXZnRRAB,1.0,"涼麵好吃湯也好喝
但衛生真的有待加強…
雖然都是大嬸，但手指可以不要插在餐點裡面嗎🤓",4.0,1.0,1.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChZDSUhNMG9nS0VJQ0FnSURiN3NPTUZREAE,1.0,"進來點好餐寫了桌號，不曉得是吃完再付，所以弟弟拿菜單去點，也順便結帳，
結果等了至少十分鐘以上，都沒有來，櫃檯點餐小姐說沒收到單子，也沒收到款項。第一次吃東西還要被誣賴沒付錢，忙又不是客人的問題，有問題店裡都有監視器可以看啊，吃個涼麵火氣都上來了。

涼麵跟湯都不錯，但不會再來吃了",4.0,1.0,1.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSURidXNpNS1BRRAB,1.0,點了幾次每次麻醬涼麵都忘了給麻醬！如果容易遺漏就請修改自己的出餐流程，不止一次了,1.0,1.0,1.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChZDSUhNMG9nS0VJQ0FnSURiMktxMUtBEAE,1.0,"態度有夠差 半夜3點沒半個客人，點餐站櫃檯沒人理我
明明店裡就有兩個人，正常服務業不是有客人就應該過來接待嗎？
還是說我應該等他們忙完我在來

總之我等2分鐘沒人理我我就離開了",1.0,1.0,1.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSUNiNGNxYXN3RRAB,1.0,點了外送，備餐速度很快，但食物的品質不能說很好，只能說毫無可取之處，豬頭皮加熱後放在塑膠盒內，外圍用保鮮膜包著，但一拉開保鮮膜後整手都是油，皮蛋豆腐沒醬油膏，味噌貢丸湯不做評價只能說口味不合，麵吃起來甚至有股奇異的怪味，吃飽後沒兩小時就直接左轉廁所烙賽了，整體來說非常差勁,1.0,,
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSUNycE5pNmdBRRAB,3.0,沒喝過這麽油的紫菜湯,,,
ChIJceaYPzmpQjQRlc1-wYpELkw,ChZDSUhNMG9nS0VJQ0FnSUQ0MW9QSVRBEAE,5.0,謝謝🙏水水給我們的肯定！ …,,,
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSURMczh1Xy1nRRAB,5.0,涼麵好吃，辣醬真的辣，湯麵也好吃,5.0,5.0,3.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChZDSUhNMG9nS0VJQ0FnSURMbzZpZFhnEAE,4.0,,4.0,4.0,4.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSUNMX19tZmlBRRAB,1.0,服務態度不佳 少給東西也用下次購買再補解決問題 餐點量也很少 不推薦吃的一家店,1.0,1.0,1.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSUNMcjdibi13RRAB,1.0,麵條不是普通的難吃,1.0,,
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSUNMeC1la3VBRRAB,5.0,,5.0,5.0,5.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChZDSUhNMG9nS0VJQ0FnSUNMcXNiSUp3EAE,4.0,24小時營業真的很辛苦，早上來吃了台式榨菜涼麵，麵條不算Q彈口感，麻醬很濃很濃，有醋味的那種，我自己是覺得比較酸一點，辣油蠻有辣度，品項選擇蠻多，比一般涼麵店豐富很多,4.0,3.0,3.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSUNMLU1HcC1nRRAB,2.0,"昨天半夜睡不著 去許多用餐
把我嚇壞了 店員生財器具用摔的  一堆客人在等待 確不顧客人感受  有損店的形象 請老闆注意員工態度 二顆星全部給餐點很好吃  服務態度真的需要加強🙏",5.0,1.0,1.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChZDSUhNMG9nS0VJQ0FnSUR6ck9ub093EAE,4.0,,,,
ChIJceaYPzmpQjQRlc1-wYpELkw,ChZDSUhNMG9nS0VJQ0FnSUN6dl9qc2VREAE,5.0,泰式雞絲涼麵很好吃，味增貢丸綜合湯很好喝，湯裡的蛋很綿密，很好喝，會想多來幾次的店。,5.0,4.0,2.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSUN6Z0tHcXp3RRAB,1.0,誇張的店家晚上10點20分叫餐到12點45分完全沒消息連店家電話也完全打不進去就像消失一樣,1.0,1.0,1.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChZDSUhNMG9nS0VJQ0FnSUNkejlhWGZBEAE,2.0,很常做錯餐，雞絲涼麵沒有雞絲，每次我都會注意打開來看，常常出包。太常出包，覺得是故意的。,5.0,2.0,2.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChZDSUhNMG9nS0VJQ0FnSURUanI2d05BEAE,5.0,"湯跟涼麵很好吃 但醬蒜味太濃本人不喜歡
但辣油超級辣
請斟酌享用",5.0,5.0,5.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChZDSUhNMG9nS0VJQ0FnSUNUMjdDeEhBEAE,2.0,"外帶了味噌什錦湯麵 卻甚麼料都沒有??(只有一顆蛋)
這樣一碗要$95 ?! 會不會太誇張",,,
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSURqNXU3Q2d3RRAB,4.0,喝完酒來碗3合一加小麻醬再繞兩圈哇沙米舒服,5.0,5.0,4.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChZDSUhNMG9nS0VJQ0FnSURqMHZfRlZREAE,4.0,麵條口感個人覺得偏硬，不是Q彈。味增湯三合一，很好喝！,4.0,5.0,5.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChZDSUhNMG9nS0VJQ0FnSUNqcjhtcFBnEAE,5.0,阿春涼麵，有芥末特殊口味，無時不刻都在排隊！,5.0,5.0,5.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChZDSUhNMG9nS0VJQ0FnSUNqb0xXWllnEAE,5.0,"看到很多人在吃才進來的

出餐速度快

麵、湯都很大碗

很好吃😋

深夜食堂首選",5.0,5.0,5.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChZDSUhNMG9nS0VJQ0FnSUREZ0xpMER3EAE,3.0,,3.0,3.0,3.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSUNEalB2Z2pBRRAB,5.0,,5.0,,
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSUQ5cjdQNzhBRRAB,4.0,,4.0,4.0,4.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChZDSUhNMG9nS0VJQ0FnSUQ5aElidVlBEAE,1.0,"我常常叫這家餐點，今天太誇張了！
外送點了干絲，送來發現異常的少就算了，
而且都碎掉了沒有完整的，
一打開保鮮膜一股惡臭，竟然是壞掉的？
餐點品質須加強，打電話反應只會說對不起，
下次再補一盒，我問如何補，
店家說下次下訂備注我就會補一盒了
看起來很常犯這種錯，根本慣犯==
聞到惡臭味整份倒掉都不敢吃了🤮🤮🤮",1.0,1.0,1.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChZDSUhNMG9nS0VJQ0FnSUM5LUphYktBEAE,3.0,"⭐️24小時 ⭐️宵夜湯

半夜沒東西吃才來
💰低價位 <1人/45~100$ >
🧛‍♀️整體3/餐點3/環境4/服務2

涼麵有三種口味：麻將、泰式、日式。
整體而言堪吃，但不美味。
泰式比較雷，完全不搭，麻醬和日式尚可。

湯的表現中規中矩，對我而言太鹹了！
不過熱度恰到好處，仙草茶也還可以！

店內環節乾淨，是很大優點～～～！

💡個人建議：絕不能帶剛認識的對象來此用餐",3.0,2.0,4.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSUM5c0xmMDNBRRAB,3.0,許多涼麵位於新北市蘆洲區中山一路119號，這裡是大馬路紅綠燈，交通量非常大，請大家來的時候注意安全，有麻醬麵，和風涼麵，雞絲和火腿，喜歡吃辣一點就點泰式酸辣，有味增湯和紫菜湯都可加貢丸，小菜有豬耳朵，皮蛋豆腐，泡菜，豆干，滷蛋等，飲料冬瓜茶，紅茶，用餐完後還可到得勝街（蘆洲夜市）逛街，有滷味，香酥雞，李媽媽炒飯，豬血糕，大腸包小腸，壽司，雞蛋糕，臭豆腐鍋，排骨酥，天天旺切仔麵，碳烤雞排，米粉湯，北投紅茶，手工芋圓，牛排，珍珠奶茶，日船章魚燒，手工雞捲等超多美食，各位來就祝您用餐愉快😅😅😅,3.0,3.0,3.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSURkcVBLWXRnRRAB,5.0,好好吃歐,,,
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSUNkNE9ueDlRRRAB,3.0,"泰式好吃，但常常點了泰式，他們會給你麻醬的，反應很多次。填寫菜單也是一樣會給錯。買六次給錯四次。差勁！麻醬真的不好吃！(今天晚上是晚班11:00的男員工給的)

(更新回覆)感謝你的回覆，但我以前沒強調過""不要麻醬的泰式""，風味就不錯。他給的真的只有麻醬味，沒有酸，沒有辣。
我是每次回蘆洲老家會去買的客人，但每次外帶回桃園後的心情……真的很糟！",3.0,1.0,3.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSUROenBySm9nRRAB,5.0,謝謝您給予五顆星的支持與惠顧,,,
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSUNOdFlqV3hBRRAB,5.0,親愛的客人感謝您給五顆星的支持與鼓勵。謝謝🙏 …,,,
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSUMxMmZxNzJnRRAB,5.0,親愛的客戶感謝您給五顆星的支持與鼓勵，我們會繼續努力。謝謝🙏 …,5.0,5.0,5.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChZDSUhNMG9nS0VJQ0FnSUN1dUliR2RBEAE,3.0,,3.0,3.0,
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSURWc1k2em9nRRAB,5.0,,,,
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSURWM3FHbHZ3RRAB,5.0,半夜宵夜的好去處,5.0,4.0,4.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSUNWNWVqZTRnRRAB,4.0,,,,
ChIJceaYPzmpQjQRlc1-wYpELkw,ChZDSUhNMG9nS0VJQ0FnSURGal9xQ2ZnEAE,3.0,用餐環境有點髒，還有小強在爬,3.0,3.0,1.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSURGaUs2dGdBRRAB,5.0,,5.0,5.0,5.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSUNGODRyNGlRRRAB,5.0,,5.0,4.0,4.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChZDSUhNMG9nS0VJQ0FnSUNGX2JIV0J3EAE,4.0,,3.0,3.0,3.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSUQ1a3ZMTnd3RRAB,2.0,我今天點了兩份台式麻醬涼麵、紫菜貢丸蛋花湯和皮蛋豆腐，結果我拿回家準備要吃，結果呢，涼麵沒付麻醬，我要怎麼吃？還吃的下去嗎？,3.0,3.0,3.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSUQ1aUpyVjB3RRAB,5.0,便宜好吃  有許多種類,5.0,4.0,2.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSURaajVYaV9nRRAB,1.0,點外送少送一份就算了 我第一次吃涼麵吃到醬這麼水的還很酸== 如果半夜這種品質建議休息,,,
ChIJceaYPzmpQjQRlc1-wYpELkw,ChZDSUhNMG9nS0VJQ0FnSURabmZEX01BEAE,5.0,"從隔壁串烤吃來這邊涼麵
內用涼爽 出餐快 現金支付
生意超好 服務人情味",5.0,5.0,5.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSURacnNUZi1BRRAB,1.0,湯用紙碗裝，外帶回家全流出來,,,
ChIJceaYPzmpQjQRlc1-wYpELkw,ChZDSUhNMG9nS0VJQ0FnSURaM05fNVZ3EAE,1.0,店員態度很差，講話沒人要理，一句話要重複三次，小的涼麵跟大的涼麵醬汁是一樣多的，多一點醬汁還要+30塊，餐點只會先給外送員，到店外帶的客人都要等。,2.0,1.0,1.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChZDSUhNMG9nS0VJQ0FnSURaME9hTkN3EAE,5.0,"宵夜的好選擇
24小時營業 偶爾半夜到附近會來吃
最喜歡他的台式涼麵 雖然麵本身很常溫
但是搭上黃瓜絲和麻醬 吃起來味道很香
味噌湯加蛋也很好吃
蛋是散蛋的 加點蔥花 喝起來很濃郁
女生一盤麵+湯就有滿滿的飽足感",5.0,4.0,3.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSUNacllQdHVRRRAB,5.0,麻醬涼麵加哇莎米跟味增湯滿不錯，常常點外送，但希望小菜可以多多加強,5.0,5.0,5.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChZDSUhNMG9nS0VJQ0FnSURwb2NuWk13EAE,5.0,24小時很方便，想吃就吃，涼麵有不同口味，也有湯麵可以選，我都覺得很好吃，辣椒夠辣請小心服用，店員很親切可愛，難怪很晚了都還是有一堆客人去吃，環境也很乾淨，冷氣再開強一點就更完美了,5.0,5.0,5.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSURwM3ZhQTZRRRAB,5.0,好吃 感恩在這晚上有很好吃的涼麵、乾絲、皮蛋豆腐、涼麵、三合一湯，超好吃🥰,5.0,5.0,5.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSURwM3RhWWtnRRAB,5.0,好吃的不得了，鼓掌👏,5.0,5.0,5.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSURwNUl6MHhBRRAB,1.0,"服務有夠差………臉臭得要命
不良的不涼涼麵",1.0,1.0,1.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChZDSUhNMG9nS0VJQ0FnSUNwZzZyU0tnEAE,1.0,"如其他評論所述，台式涼麵的醬汁味道不佳，明顯有酸味，吃完後也會馬上拉肚子，試了兩次皆有此情況，醬汁的食品安全令人質疑，大家在考慮食用請三思，如果是要清腸胃的，大力推薦👍👍👍

更新：評論裡表示醬汁有問題以及食用後拉肚子的也不是少數，低評分不會沒有原因的，當然店家認為自己的醬汁沒問題，顧客也沒辦法多說什麼，大家捫心自問吧！",1.0,1.0,1.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSUNwb3V5V2tRRRAB,3.0,,,,
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSUNwakxmZm1BRRAB,4.0,好吃,4.0,3.0,3.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChZDSUhNMG9nS0VJQ0FnSUNwMU9mUFZ3EAE,4.0,炎炎夏日能用上涼麵是很幸福的事。若想吹冷氣請往店後面坐。有點菜單，選擇很多。涼麵麵條偏細，大食量的有大份可選。環境也算乾淨。,4.0,4.0,4.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChZDSUhNMG9nS0VJQ0FnSUNwcUsyQVdBEAE,5.0,,,,
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSURKcmNMczNnRRAB,5.0,台式涼麵大份醬很多，味道中規中矩，三合一不錯喝湯頭濃郁貢丸好吃,5.0,5.0,5.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChZDSUhNMG9nS0VJQ0FnSURKdkl2MUdBEAE,4.0,便宜大碗,,,
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSUNKbWFmUS1nRRAB,5.0,,,,
ChIJceaYPzmpQjQRlc1-wYpELkw,ChZDSUhNMG9nS0VJQ0FnSUNKcWRPOFJBEAE,3.0,,,,
ChIJceaYPzmpQjQRlc1-wYpELkw,ChZDSUhNMG9nS0VJQ0FnSUNKenFtU0JnEAE,3.0,涼麵普通小的很少 65，味增什錦麵$95有意麵油麵可以選，但裡面火鍋料很少 還切半的那種！ 有一顆蛋 但整體好貴,2.0,4.0,4.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSUNSOExlbHh3RRAB,1.0,外帶，客人只有我一位，點雞絲涼麵，結果到家打開沒有雞絲，只有涼麵，然後醬料包還是破的外漏,3.0,1.0,1.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSUNKNHBMNDFRRRAB,5.0,在草地涼麵之後，我覺得外送最好吃的涼麵就屬這家了☺️半夜餓肚子的良伴阿🥺👍,5.0,5.0,5.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChZDSUhNMG9nS0VJQ0FnSUNKek1XU0R3EAE,4.0,一家不管是颳風下雨都會為您敞開的涼麵店，cp值還行，但能自定義口味，雖然大部分的菜單圍繞的中心是涼麵，但依舊還是湯麵之類的選擇，小菜都清一色的價格，基本可以一份麵加一堆小菜就可以解決一餐。,4.0,3.0,3.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSUR4aDkyZ3lBRRAB,1.0,想辣死我484？,3.0,4.0,2.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSUR4M2F2VG5BRRAB,1.0,越做越難吃，昨天跟三個朋友一起吃，結果大家都拉肚子，涼麵還熱熱的，請問一下我是在吃加熱過的涼麵嗎？真的有點誇張，東西感覺都不新鮮啊⋯⋯,1.0,1.0,
ChIJceaYPzmpQjQRlc1-wYpELkw,ChZDSUhNMG9nS0VJQ0FnSUR4cmZlRVNREAE,5.0,,5.0,5.0,5.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChZDSUhNMG9nS0VJQ0FnSUR4cWMySVJ3EAE,5.0,她家涼麵好好吃，有台式麻醬、泰式酸辣醬、日式和風醬，超好吃。,,,
ChIJceaYPzmpQjQRlc1-wYpELkw,ChZDSUhNMG9nS0VJQ0FnSUR4c1pfQk1nEAE,5.0,,,,
ChIJceaYPzmpQjQRlc1-wYpELkw,ChRDSUhNMG9nS0VJQ0FnSUR4a2FKQhAB,1.0,涼麵已經是很難踩雷的食物了點了皮蛋豆腐卻沒有醬油膏 黃金泡菜 一點泡菜口感都沒有… 和風涼麵 這口感也很差 一點涼麵Q彈爽口的口感都沒有,1.0,1.0,
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSUR4am96U2hnRRAB,5.0,,5.0,5.0,5.0
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSUR4MXREOXVnRRAB,1.0,"吃完肚子痛到不行
大概吃完30分鐘就有感覺
便秘的話可以考慮考慮
腸胃直接清的乾乾淨淨",1.0,,
ChIJceaYPzmpQjQRlc1-wYpELkw,ChdDSUhNMG9nS0VJQ0FnSUR4cXBmQzhnRRAB,1.0,天氣這麼熱 麵都放在外面曬到要變熱的了 吃完一直拉肚子 我現在就坐在馬桶上打這一串,,,
